STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/10/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/11/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/12/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/13/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/14/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/15/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/16/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/17/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/18/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/23/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/25/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/26/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,2/28/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/1/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/2/1955,12.2,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/3/1955,2.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/4/1955,0.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/5/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/7/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/8/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/9/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/10/1955,0.3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/11/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/12/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/13/1955,0.2,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/14/1955,1,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/15/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/16/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/17/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/18/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/23/1955,0.3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/25/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/26/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/28/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/29/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/30/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,3/31/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/1/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/2/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/3/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/4/1955,0.6,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/5/1955,0.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/7/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/8/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/9/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/10/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/11/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/12/1955,3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/13/1955,0.3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/14/1955,3.6,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/15/1955,18.1,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/16/1955,1,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/17/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/18/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/19/1955,3.2,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/20/1955,0.1,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/23/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/25/1955,1,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/26/1955,2.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/28/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/29/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,4/30/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/1/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/2/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/3/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/4/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/5/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/7/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/8/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/9/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/10/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/11/1955,0.3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/12/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/13/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/14/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/15/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/16/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/17/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/18/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/23/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/25/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/26/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/28/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/29/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/30/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,5/31/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/1/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/2/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/3/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/4/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/5/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/7/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/8/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/9/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/10/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/11/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/12/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/13/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/14/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/15/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/16/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/17/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/18/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/23/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/25/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/26/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/28/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/29/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/30/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/1/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/2/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/3/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/4/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/5/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/7/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/8/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/9/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/10/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/11/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/12/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/13/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/14/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/15/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/16/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/17/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/18/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/23/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/25/1955,2.3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/26/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/28/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/29/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/30/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/31/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/1/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/2/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/3/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/4/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/5/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/7/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/8/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/9/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/10/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/11/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/12/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/13/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/14/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/15/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/16/1955,4.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/17/1955,6.4,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/18/1955,5.5,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/23/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/25/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/26/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/28/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/29/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/30/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/31/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/1/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/2/1955,29.2,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/3/1955,15.6,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/4/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/5/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/7/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/8/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/9/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/10/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/11/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/12/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/13/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/14/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/15/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/16/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/17/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/18/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/23/1955,2.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/24/1955,1.6,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/25/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/26/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/28/1955,0.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/29/1955,4.3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/30/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/1/1955,13,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/2/1955,5.5,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/3/1955,24.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/4/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/5/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/7/1955,17.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/8/1955,40.5,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/9/1955,8.1,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/10/1955,42.7,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/11/1955,0.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/12/1955,14.3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/13/1955,14.7,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/14/1955,39,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/15/1955,0.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/16/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/17/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/18/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/23/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/25/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/26/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/27/1955,3.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/28/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/29/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/30/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/31/1955,4.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/1/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/2/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/3/1955,14.4,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/4/1955,2.1,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/5/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/7/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/8/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/9/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/10/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/11/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/12/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/13/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/14/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/15/1955,11.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/16/1955,4.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/17/1955,22.3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/18/1955,25.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/21/1955,0.4,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/23/1955,0.4,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/25/1955,3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/26/1955,0.8,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/28/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/29/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/30/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/1/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/2/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/3/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/4/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/5/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/6/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/7/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/8/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/9/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/10/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/11/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/12/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/13/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/14/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/15/1955,0.3,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/16/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/17/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/18/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/19/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/20/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/21/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/22/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/23/1955,3.5,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/24/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/25/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/26/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/27/1955,0,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/28/1955,1.4,
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/29/1955,0,
